OBJ.VEGOBJEKT-ID;EGS.BRUKSOMRÅDE.1256;EGS.PRIMÆRAKTIVITET.1824;EGS.SIKTFORHOLD.12051;EGS.SAKSNUMMER.1822;EGS.SØKNAD MOTTATT DATO.12048;EGS.ARKIVREFERANSE, URL.12050;EGS.VEDTAK.10670;EGS.VEDTAKSDATO.11444;EGS.TILLATELSE GJELDER TIL DATO.12049;EGS.TILLEGGSINFORMASJON.11566;EGS.EIER.7993;EGS.VEDLIKEHOLDSANSVARLIG.8056;EGS.GEOMETRI, PUNKT.4753;LOK.KOMMUNE;LOK.KOMMUNENUMMER;LOK.FYLKE;VSR.VEGSYSTEMREFERANSE;ÅDT, total;ÅDT, andel lange kjøretøy;Fartsgrense;Avkjørsel, holdningsklasse;Funksjonsklasse;Avkjørsler;Trafikkulykker;Kurvatur, horisontalelement;Kurvatur, stigning
1017534074;Skog/skogbruk;;; 2023/5913;02.03.2023;;Midlertidig tillatelse;07.03.2023;;Gbnr 61/2 Tillatelsen gjelder følgende tiltak og planlagt bruk/formål: Etablering av avkjørsel til  skog/skogbruk. Avkjørselen skal brukes til utkjøring av tømmer samt drift av skogteiger. ;Privat;Privat;POINT(125177.5 7000182.363);Gjemnes;1557;Møre og Romsdal;FV532 S2D1 m732;1140;12;80;;C - Lokale hovedveger;17;1;99999;3.3
1008573960;Bolig;;;2023/8746;26.05.2023;;Varig tillatelse;02.06.2023;;Gnr 58 bnr 7;Privat;Privat;POINT Z (127298.378 7001417.489 52.882);Gjemnes;1557;Møre og Romsdal;FV532 S2D1 m3217;1140;12;60;;C - Lokale hovedveger;21;0;-262;5.0
1018549170;Bolig;;;24/324;05.01.2024;;Varig tillatelse;11.01.2024;;fv 6132 - gbnr 97/24 - tillatelse etter veglova til utvidet bruk  av avkjørsel ;Privat;Privat;POINT(159399.021 6984557.359);Tingvoll;1560;Møre og Romsdal;SV65 S1D1 m8;;;50;;;0;1;;
1018228408;Hytte;;;23/50891;29.09.2023;;Midlertidig tillatelse;25.10.2023;25.10.2026;gbnr 59/60 - tillatelser etter veglova for utvidet  bruk av avkjørsel og dispensasjon fra byggegrense for hytte    ;Privat;Privat;POINT(160246.205 6996543.026);Tingvoll;1560;Møre og Romsdal;FV6130 S1D1 m1835;140;9;80;;E - Lokale adkomstveger;0;0;115;-3.6
1018742510;Hytte;;;24/4173;15.01.2024;;Varig tillatelse;12.02.2024;; fv 6126 - gbnr 44/4 - tillatelse etter veglova til utvidet bruk av avkjørsel;Privat;Privat;POINT(157506.521 6999870.185);Tingvoll;1560;Møre og Romsdal;FV6126 S1D1 m5234;200;9;80;;D - Lokale samleveger;0;0;99999;-5.8
1017911549;Hytte;;;2023/7508;20.04.2023;;Midlertidig tillatelse;21.08.2023;21.08.2026;gbnr 141/30;Privat;Privat;POINT(141265.109 7007377.726);Tingvoll;1560;Møre og Romsdal;FV6122 S1D1 m9015;400;9;80;;D - Lokale samleveger;23;1;-48;3.3
1015129304;Gardsbruk;;;2022/4371;01.02.2022;;Varig tillatelse;03.03.2022;;gbnr 68/1.. Tillatelsen gjelder følgende tiltak og planlagt bruk/formål: Utvidet bruk av avkjørsel til gardsbruk.;Privat;Privat;POINT(161083.411 6966273.193);Sunndal;1563;Møre og Romsdal;FV6134 S1D1 m6765;300;9;80;;E - Lokale adkomstveger;1;0;-174;2.2
1019032174;Bolig;;;24/7748;14.03.2024;;Varig tillatelse;20.03.2024;;Sunndal kommune - fv 6134 - gbnr 64/2 - tillatelse etter veglova til utvidet bruk  av avkjørsel;Privat;Privat;POINT(163913.627 6968637.905);Sunndal;1563;Møre og Romsdal;FV6134 S1D1 m2906;300;9;80;;E - Lokale adkomstveger;1;1;99999;1.7
1017801676;Skog/skogbruk;;;2023/4062;17.01.2023;;Midlertidig tillatelse;05.05.2023;05.05.2026;fv 670 - gbnr 112/2 - tillatelse etter veglova til flytting av avkjørsel.Vilkår må oppfylles;Privat;Privat;POINT(170623.348 6983734.597);Sunndal;1563;Møre og Romsdal;FV670 S5D1 m5692;785;10;80;Meget streng;B - Regionale hovedveger;1;1;156;8.0
1019556651;Service;;;24/14549;27.05.2024;;Varig tillatelse;10.06.2024;; fv 670 - gbnr 112/2 - tillatelse etter veglova til utvidet bruk  av avkjørsel . utleie av/overnatting i stabbur;Privat;Privat;POINT(170512.586 6984181.107);Sunndal;1563;Møre og Romsdal;FV670 S5D1 m5230;785;10;60;Meget streng;B - Regionale hovedveger;1;2;99999;4.8
1016014112;Service;;;2022/5199;25.02.2022;;Utvidet bruk;28.06.2022;28.06.2025;Tillatelsen gjelder følgende tiltak og planlagt bruk/formål: Utvidet bruk av avkjørsel til service (forsamlings- og kurs- og konsertlokaler).;Privat;Privat;POINT(170111.719 6986694.157);Sunndal;1563;Møre og Romsdal;FV670 S5D1 m2541;785;10;60;Meget streng;B - Regionale hovedveger;1;2;-1710;-6.6
1016014093;Bolig;;;2021/9445;27.05.2022;;Midlertidig tillatelse;05.07.2022;05.07.2025;Tillatelsen gjelder følgende tiltak og planlagt bruk/formål: Flytting av avkjørsel til bolig. 3. Eksisterende avkjørsel til våningshuset på eiendommen må bli sanert, dvs. fjernet.;Privat;Privat;POINT(169407.298 6988364.374);Sunndal;1563;Møre og Romsdal;FV670 S5D1 m689;785;10;60;Meget streng;B - Regionale hovedveger;1;4;-569;6.6
1015129317;Bolig;;;2022/4427;03.02.2022;;Utvidet bruk;03.03.2022;03.03.2025;gbnr 138/49. Utvidet bruk av avkjørsel til bolig.    ;Privat;Privat;POINT(180541.96 6980184.283);Surnadal;1566;Møre og Romsdal;FV6146 S1D1 m1334;300;8;60;;E - Lokale adkomstveger;0;1;166;-2.7
1016468710;Gardsbruk;;;2022/15686 ;28.09.2022;;Varig tillatelse;19.10.2022;;fv 6145 - gbnr 137/2 ;Privat;Privat;POINT(179540.587 6981054.074);Surnadal;1566;Møre og Romsdal;FV6145 S1D1 m13773;388;10;50;;D - Lokale samleveger;0;0;99999;1.3
1019556836;Skog/skogbruk;;;24/17075;26.06.2024;;Midlertidig tillatelse;10.07.2024;10.07.2027;-fv 670 - gbnr 39/5 - tillatelse etter veglova til etablering av avkjørsel. •	Vi har i denne saken bedt om melding om ferdig opparbeidet avkjørsel, og avkjørselen kan ikke tas i bruk før vi har gitt endelig tillatelse. ;Privat;Privat;POINT(179886.668 6993614.521);Surnadal;1566;Møre og Romsdal;FV670 S2D1 m2611;1590;9;80;Meget streng;B - Regionale hovedveger;12;3;99999;-1.7
1015129323;Skog/skogbruk;Tømmeropplagring/velteplass;;2022/4543;07.02.2022;;Midlertidig tillatelse;03.03.2022;11.03.2022;Tillatelsen gjelder følgende tiltak og planlagt bruk/formål: Etablering av avkjørsel til skog/skogbruk. 5. Tillatelsen er midlertidig, gyldig frem til og med 07.04.2022. Etter dette faller tillatelsen bort;Privat;Privat;POINT(174296.523 6997609.211);Surnadal;1566;Møre og Romsdal;FV6154 S1D1 m5607;400;9;80;;E - Lokale adkomstveger;6;1;474;-5.5
1017816562;Skog/skogbruk;Tømmeropplagring/velteplass;;2023/3877;12.01.2023;;Midlertidig tillatelse;23.05.2023;23.05.2026;Gbnr 35/4 Arbeidet må være påbegynt innen tre - 3 - år etter at tillatelsen er gitt, ellers faller tillatelsen bort.;Privat;Privat;POINT(181862.438 6997752.695);Surnadal;1566;Møre og Romsdal;FV670 S1D1 m715;1590;9;80;Meget streng;B - Regionale hovedveger;3;3;-232;-1.0
1021406520;Skog/skogbruk;;;24/42568;16.12.2024;;Midlertidig tillatelse;19.12.2024;19.12.2027;8.	Arbeidet må være påbegynt innen tre - 3 - år etter at tillatelsen er gitt, ellers faller tillatelsen bort.;Privat;Privat;POINT(182209.493 6997953.143);Surnadal;1566;Møre og Romsdal;FV670 S1D1 m306;1590;9;80;Meget streng;B - Regionale hovedveger;1;2;207;3.5
1021065038;Hytte;;;24/34337 - 24/137310;22.07.2024;;Midlertidig tillatelse;28.10.2024;07.11.2024;Surnadal kommune - fv 6154 - gbnr 50/6.Tillatelsen gjelder følgende tiltak og planlagt bruk/formål: Etableringav avkjørsel/parkeringsplass til hytte.;Privat;Privat;POINT(179240.999 6998218.023);Surnadal;1566;Møre og Romsdal;FV6154 S1D1 m450;400;9;30;;E - Lokale adkomstveger;29;1;99999;1.6
1018198357;Bolig;;;23/51308 - 23/13632;02.10.2023;;Varig tillatelse;26.10.2023;;gbnr 28/1;Privat;Privat;POINT(186581.567 6998589.207);Surnadal;1566;Møre og Romsdal;PV3084 S9D1 m5;;;50;;;0;0;;
1015240519;Gardsbruk;;; 2022/4242;28.01.2022;;Varig tillatelse;15.03.2022;;Av bekreftelsen går det fram at avkjørselen fra fv. 6156 til eiendommen gnr. 121 bnr. 1 er ferdig opparbeidet i samsvar med vår tillatelse datert 17.03.2022;Privat;Privat;POINT(171136.215 6998990.244);Surnadal;1566;Møre og Romsdal;FV6156 S1D1 m12407;400;9;80;;D - Lokale samleveger;0;0;-28;5.8
1018098242;Bolig;;;23/51532;08.10.2023;;Varig tillatelse;17.10.2023;23.10.2023;Surnadal kommune - fv 65 - gbnr 25/6 - tillatelse etter veglova til utvidet bruk av avkjørsel;Privat;Privat;POINT(191757.146 6999383.755);Surnadal;1566;Møre og Romsdal;FV65 S9D1 m1834;2000;15;60;Meget streng;B - Regionale hovedveger;0;0;-510;2.1
1017510605;Industri;;;20233566;04.01.2023;;Midlertidig tillatelse;10.02.2023;31.08.2024; Midlertidig etablering av avkjørsel til  industri (kraftstasjon). gyldig fra vedtaksdato (dette brev) til og med 31.08.2024.;Privat;Privat;POINT(196314.863 6999685.828);Surnadal;1566;Møre og Romsdal;FV65 S8D1 m6602;2000;15;80;Meget streng;B - Regionale hovedveger;0;2;99999;-2.1
1015069655;Skog/skogbruk;;;24/42569;16.12.2024;;Midlertidig tillatelse;19.12.2024;19.12.2027;8.	Arbeidet må være påbegynt innen tre - 3 - år etter at tillatelsen er gitt, ellers faller tillatelsen bort.;Privat;Privat;POINT(191955.62 6999965.878);Surnadal;1566;Møre og Romsdal;FV6150 S2D1 m17;200;9;80;;D - Lokale samleveger;4;0;99999;1.2
1019167754;Skog/skogbruk;;;24/7037;29.02.2024;;Midlertidig tillatelse;18.03.2024;18.03.2027;;Privat;Privat;POINT(195424.825 7000170.265);Surnadal;1566;Møre og Romsdal;FV6150 S2D1 m3707;300;9;80;;D - Lokale samleveger;11;0;129;2.6
1011031220;Bolig;;;23/48662 - 23/4792;17.08.2023;;Midlertidig tillatelse;29.09.2023;29.09.2026;gbnr 71/62 ;Privat;Privat;POINT(178973.956 7000546.861);Surnadal;1566;Møre og Romsdal;FV6156 S1D1 m3327;1100;8;60;;D - Lokale samleveger;18;3;168;-1.3
1015069728;Skog/skogbruk;Tømmeropplagring/velteplass;;2019/9375 ;11.04.2022;;Varig tillatelse;01.04.2022;;gbnr 8/3;Privat;Privat;POINT(197459.677 7000676.989);Surnadal;1566;Møre og Romsdal;FV6150 S2D1 m6090;300;9;80;;D - Lokale samleveger;8;0;433;-3.1
1017801724;Skog/skogbruk;;; 2023/6680;23.03.2023;;Midlertidig tillatelse;30.03.2023;30.03.2026;Surnadal kommune - fv 65 - gbnr 70/2 - tillatelse etter veglova til flytting av  avkjørsel;Privat;Privat;POINT(180541.507 7001306.384);Surnadal;1566;Møre og Romsdal;FV65 S10D1 m6676;1460;12;80;Meget streng;B - Regionale hovedveger;4;7;-43;6.4
1017191982;Gardsbruk;;;2022/17914;29.11.2022;;Varig tillatelse;13.12.2022;;- gbnr 3/1;Privat;Privat;POINT(201847.95 7002073.981);Surnadal;1566;Møre og Romsdal;FV65 S8D1 m468;2000;15;80;Meget streng;B - Regionale hovedveger;1;6;99999;0.9
1008899462;Service;;;2022/4458;03.02.2022;;Utvidet bruk;27.10.2022;27.10.2025;Nettstasjon;Privat;Privat;POINT(160563.003 7039205.019);Smøla;1573;Møre og Romsdal;FV6204 S1D1 m6350;160;9;80;;E - Lokale adkomstveger;13;0;99999;-5.4
1008899317;Industri;;;2022/18087;05.12.2022;;Utvidet bruk;10.01.2023;10.01.2026;Gbnr 19/72 4. Tillatelsen gjelder følgende tiltak og planlagt bruk/formål: Utvidet bruk av avkjørsel til industri (herunder nettstasjon;Privat;Privat;POINT(152545.043 7041098.465);Smøla;1573;Møre og Romsdal;FV669 S3D1 m7434;542;14;60;;C - Lokale hovedveger;10;3;-578;2.1
1017510603;Forretning;;;202210849;21.10.2022;;Midlertidig tillatelse;10.02.2023;10.02.2026;fv 669 - gbnr 19/72 og 19/86 - tillatelse etter veglova til  etablering av ny avkjørsel    ;Privat;Privat;POINT(152575.834 7041204.337);Smøla;1573;Møre og Romsdal;FV669 S3D1 m7545;542;14;60;;C - Lokale hovedveger;10;3;99999;1.9
1022259173;Hytte;;;24/38545;24.10.2024;;Midlertidig tillatelse;31.10.2024;31.10.2027;•	Det er stilt krav om utbedring av avkjørsel, så søker må melde fra om at avkjørsel er ferdig utbedret, og vi vil måtte kontrollere avkjørselen når den er ferdigbygd. ;Privat;Privat;POINT(155614.161 7041751.485);Smøla;1573;Møre og Romsdal;FV669 S4D1 m2936;813;11;80;;C - Lokale hovedveger;12;1;-306;-0.4
1021406763;Bolig;;;24/37529;14.11.2024;;Varig tillatelse;11.12.2024;;;Privat;Privat;POINT(156613.84 7042138.125);Smøla;1573;Møre og Romsdal;FV669 S4D1 m4060;813;11;80;;C - Lokale hovedveger;8;0;-627;-1.5
1008913396;Bolig;;;23/54529;15.11.2023;;Varig tillatelse;24.11.2023;;Smøla kommune - fv 6200 - gbnr 39/10 - tillatelse til utvidet bruk av avkjørsel etter veglova;Privat;Privat;POINT Z (140404.085 7047554.438 4.96);Smøla;1573;Møre og Romsdal;FV6200 S3D1 m98;451;7;80;;D - Lokale samleveger;3;1;584;0.5
1008913104;Bolig;;;23/55077;21.11.2023;;Varig tillatelse;24.11.2023;;Smøla kommune - fv 669 - gbnr 58/4 - tillatelse etter veglova til utvidet bruk av avkjørsel;Privat;Privat;POINT(155327.673 7055177.678);Smøla;1573;Møre og Romsdal;FV669 S6D1 m5053;600;12;60;;C - Lokale hovedveger;7;4;199;1.2
1008913175;Naust;;;2023/6496;17.03.2023;;Midlertidig tillatelse;03.05.2023;03.05.2026;Smøla kommune - fv 6200 - gbnr 55/40 - tillatelse etter veglova til utvidet  bruk av avkjørsel og dispensasjon fra byggegrense etter veglova for naust;Privat;Privat;POINT Z (151543.095 7056187.493 6.911);Smøla;1573;Møre og Romsdal;FV6200 S5D1 m1520;550;10;60;;D - Lokale samleveger;15;0;99999;-1.7
1017534614;Service;;;2022/18075;17.01.2023;;Varig tillatelse;01.02.2023;;Gbnr 55/1.Tillatelsen gjelder følgende tiltak og planlagt bruk/formål: Utvidet bruk av avkjørsel til service   (nettstasjon). DISPENSASJON FRA BYGGEGRENSE ETTER VEGLOVA FOR NETTSTASJON ;Privat;Privat;POINT(152380.894 7056195.655);Smøla;1573;Møre og Romsdal;FV6200 S5D1 m311;811;9;50;;D - Lokale samleveger;24;1;99999;-1.5
1008382530;Bolig;;;23/52522;19.05.2022;;Varig tillatelse;23.10.2023;;gbnr 201/1 og 201/22;Privat;Privat;POINT Z (152159.817 7020880.707 68.79);Aure;1576;Møre og Romsdal;FV6198 S2D1 m1263;300;9;80;;D - Lokale samleveger;14;0;423;3.9
1008481666;Industri;;;2022/18287;13.12.2022;;Varig tillatelse;15.12.2022;;Gbnr 12/3. Skal brukes som lager.Da vi ikke stiller vilkår om utbedring av eksisterende avkjørsel, er denne tillatelsen å regne som en  endelig tillatelse til endret bruk av avkjørsel. ;Privat;Privat;POINT(176842.605 7022591.82);Aure;1576;Møre og Romsdal;FV6190 S2D1 m499;200;9;80;;D - Lokale samleveger;14;1;99999;2.0
1008477177;Skog/skogbruk;;;2022/8687;24.05.2022;;Varig tillatelse;04.07.2022;;gbnr 21/8;Privat;Privat;POINT Z (182849.791 7023576.64 6.39);Aure;1576;Møre og Romsdal;FV6186 S2D1 m7536;300;9;40;;D - Lokale samleveger;20;0;16;-3.2
1008125976;Service;;;2022/13908;10.08.2022;;Utvidet bruk;10.04.2022;04.10.2025;Nettstasjon;Privat;Privat;POINT Z (148158.609 7026617.879 17.21);Aure;1576;Møre og Romsdal;FV680 S3D1 m6824;993;11;80;;B - Regionale hovedveger;6;0;99999;-1.6
1015240615;Hytte;;;2022/5086 ;22.02.2022;;Varig tillatelse;28.03.2022;;gbnr 221/6. Utvidet bruk av avkjørsel til hytte;Privat;Privat;POINT(156225.613 7026920.596);Aure;1576;Møre og Romsdal;FV680 S5D1 m18;875;17;60;;B - Regionale hovedveger;3;0;-1046;3.0
1021406792;Service;Parkering;;24/40152;18.11.2024;;Varig tillatelse;11.12.2024;;. Tillatelsen gjelder følgende tiltak og planlagt bruk/formål: Utvidet bruk av avkjørsel til  bobilparker;Privat;Privat;POINT(150956.623 7027778.566);Aure;1576;Møre og Romsdal;FV680 S4D1 m978;993;11;70;;B - Regionale hovedveger;13;3;-810;-0.6
1008131061;Bolig;;;23/52485;18.11.2022;;Varig tillatelse;23.10.2023;; gbnr 4/8 ;Privat;Privat;POINT Z (172883.728 7030256.365 36.52);Aure;1576;Møre og Romsdal;FV680 S8D1 m4916;1000;13;80;;B - Regionale hovedveger;6;0;248;-4.9
1008477096;Hytte;;;2022/9800;22.06.2022;;Utvidet bruk;14.07.2022;14.07.2025;gbnr 29/2. Avkjørselen må utbedres slik at den tilfredsstiller Krav til utforming av avkjørsel.;Privat;Privat;POINT Z (175629.324 7030432.238 48.65);Aure;1576;Møre og Romsdal;FV6186 S1D1 m3488;300;9;50;;D - Lokale samleveger;11;0;-415;0.1
1008881995;Bolig;;;23/49044;13.11.2023;;Varig tillatelse;30.11.2023;30.11.2026;Aure kommune - fv 6184 - gbnr 62/3 - tillatelse etter veglova til utvidet bruk av avkjørsel;Privat;Privat;POINT(179213.004 7037020.594);Aure;1576;Møre og Romsdal;FV6184 S1D1 m710;400;9;80;;D - Lokale samleveger;7;2;-302;-3.3
1008440463;Bolig;;;2022/7838;06.05.2022;;Utvidet bruk;28.06.2022;28.06.2025;gbnr 62/1. Eksisterende avkjørsel oppfyller ikke kravene til stoppsikt langs fv 680. Det stilles derfor vilkår om at sikthindrende vegetasjon øst for avkjørselen fjernes;Privat;Privat;POINT(180566.752 7037226.956);Aure;1576;Møre og Romsdal;FV680 S11D1 m634;700;14;80;;B - Regionale hovedveger;7;0;99999;-3.4
1008882002;Hytte;;;2022/7874;06.05.2022;;Varig tillatelse;10.06.2022;25.07.2022;gbnr 63/94 ;Privat;Privat;POINT(178358.76 7037228.918);Aure;1576;Møre og Romsdal;FV6184 S1D1 m1593;400;9;80;;D - Lokale samleveger;11;0;99999;-2.1
1022498523;Bolig;;;24/37125;29.04.2025;;Midlertidig tillatelse;25.03.2025;25.03.2028;Aure kommune - fv 6192 - veglova - tillatelse til flytting av avkjørsel for gbnr 41/4 og 41/30 - dispensasjon fra byggegrense for tiltak gbnr 41/4;Privat;Privat;POINT(184910.637 7037493.621);Aure;1576;Møre og Romsdal;FV6192 S3D1 m2988;492;12;80;;C - Lokale hovedveger;12;0;99999;2.0
1008884357;Naust;;;2022/686 ;17.01.2022;;Utvidet bruk;29.03.2022;29.03.2025;gbnr 74/1. Utvidet bruk av avkjørsel til naust.    ;Privat;Privat;POINT(172650.759 7039357.598);Aure;1576;Møre og Romsdal;FV6194 S1D1 m351;280;9;80;;E - Lokale adkomstveger;7;0;-419;-4.5
1008886100;Hytte;;;24/8224 ;18.03.2024;;Varig tillatelse;03.04.2024;;Da vi ikke stiller vilkår om utbedring av eksisterende avkjørsel, er denne tillatelsen å regne som  en endelig tillatelse til endret bruk av avkjørsel. ;Privat;Privat;POINT(180813.556 7043876.588);Aure;1576;Møre og Romsdal;FV6188 S1D1 m6106;240;9;80;;E - Lokale adkomstveger;16;0;-121;2.3
1008886137;Bolig;;;23/50999;05.09.2023;;Varig tillatelse;02.10.2023;;Aure kommune - fv 6188 - gbnr 56/6 - tillatelse etter veglova til utvidet bruk av avkjørsel;Privat;Privat;POINT(179598.034 7045106.186);Aure;1576;Møre og Romsdal;FV6188 S1D1 m8125;240;9;80;;E - Lokale adkomstveger;15;0;-51;1.2
1016014084;Bolig;;;2022/4320;23.05.2022;;Midlertidig tillatelse;15.06.2022;15.06.2025;Tillatelsen gjelder følgende tiltak og planlagt bruk/formål: Etablering av avkjørsel til bolig.;Privat;Privat;POINT(48492.325 6903947.599);Volda;1577;Møre og Romsdal;FV5794 S1D1 m6527;160;9;80;;D - Lokale samleveger;15;0;99999;2.7
1024532699;Industri;;;25/11820;04.04.2025;;Midlertidig tillatelse;30.04.2025;27.07.2025;Løyvet er mellombels og avkøyrselen skal vere tilbakeført innan veke 30.;Privat;Privat;POINT(60344.461 6914938.703);Volda;1577;Møre og Romsdal;FV5892 S2D1 m9546;260;9;50;;D - Lokale samleveger;7;1;99999;3.4
1008944853;Bolig;;;2023/11004;03.07.2023;;Varig tillatelse;14.07.2023;;gbnr 146/3;Privat;Privat;POINT(28368.086 6920308.41);Volda;1577;Møre og Romsdal;FV5890 S1D1 m5489;180;9;50;;D - Lokale samleveger;14;1;68;0.6
1015240600;Industri;;;2022/6073;29.03.2022;;Midlertidig tillatelse;24.03.2022;24.03.2025;Etablering av nettstasjon.Må bygges innen 3 år;Privat;Privat;POINT(31952.547 6927890.485);Volda;1577;Møre og Romsdal;FV5896 S1D1 m4333;750;9;80;;D - Lokale samleveger;3;1;-234;-2.7
1013718601;Hytte;;;2022/16867;26.10.2022;;Varig tillatelse;20.03.2023;;gbnr 4/2;Privat;Privat;POINT(30871.018 6930374.96);Volda;1577;Møre og Romsdal;FV5896 S1D1 m8403;750;9;80;;D - Lokale samleveger;10;0;99999;-1.1
1013763591;Service;;;24/34376 ;18.09.2024;;Varig tillatelse;08.11.2024;; fv 5926 - gbnr 73/1.Avkjørselen skal brukes som driftstilkomst til nettstasjon;Privat;Privat;POINT(94438.273 6927854.225);Fjord;1578;Møre og Romsdal;FV5926 S1D1 m273;350;9;50;;D - Lokale samleveger;8;0;-144;0.8
1009253640;Bolig;;;2022/437 ;11.01.2022;;Utvidet bruk;01.03.2022;01.03.2025;gbnr 149/2;Privat;Privat;POINT Z (91126.432 6939900.061 59.23);Fjord;1578;Møre og Romsdal;FV650 S2D1 m10482;1620;16;60;;B - Regionale hovedveger;11;4;99999;-4.1
1021406833;Hytte;;;24/35729;11.11.2024;;Varig tillatelse;03.12.2024;;fv 5934 - gbnr 142/2;Privat;Privat;POINT(96947.929 6941713.666);Fjord;1578;Møre og Romsdal;FV5934 S1D1 m6172;550;9;80;;D - Lokale samleveger;9;0;99999;0.0
1015236743;Gardsbruk;;;2023/5213;20.02.2023;;Varig tillatelse;22.02.2023;;Gbnr 61/10.Da vi ikke stiller vilkår om utbedring av eksisterende avkjørsel, er denne tillatelsen å regne som en  endelig tillatelse til endret/utvidet bruk av avkjørsel.;Privat;Privat;POINT(103909.959 6988932.794);Hustadvika;1579;Møre og Romsdal;FV6052 S1D1 m1339;1000;7;50;;E - Lokale adkomstveger;36;0;99999;0.4
1015055978;Bolig;;;2022/4468;03.02.2022;;Midlertidig tillatelse;16.02.2022;24.02.2022;Gjelder garasje. Eksisterende avkjørsel like vest for ny avkjørsel må saneres. Sanering vil si at avkjørselen må graves vekk/fjernes slik at det ikke er mulig å bruke den lenger;Privat;Privat;POINT(103078.205 6989263.737);Hustadvika;1579;Møre og Romsdal;FV6052 S1D1 m2783;1000;7;50;;E - Lokale adkomstveger;21;0;-727;10.1
1019556649;Industri;;;24/14326;22.05.2024;;Midlertidig tillatelse;13.06.2024;13.06.2027;Hustadvika kommune - fv 64 - gbnr 59/3 - mellombels løyve til etablering av  kryss ;Privat;Privat;POINT(105117.169 6989521.943);Hustadvika;1579;Møre og Romsdal;FV64 S9D1 m3625;7400;12;70;Meget streng;B - Regionale hovedveger;3;14;99999;-0.3
1017534443;Dyrkamark/jordbruk;;;2022/13343;11.08.2022;;Varig tillatelse;03.03.2023;;Gbnr 29/2.Da vi ikke stiller vilkår om utbedring av eksisterende avkjørsel, er denne tillatelsen å regne som en  endelig tillatelse til endret bruk av avkjørsel.;Privat;Privat;POINT(96714.121 6989925.385);Hustadvika;1579;Møre og Romsdal;FV6050 S1D1 m7059;600;9;80;;D - Lokale samleveger;0;0;-240;-3.8
1019869212;Dyrkamark/jordbruk;;;24/27989;12.08.2024;;Midlertidig tillatelse;09.09.2024;12.08.2027;8.	Arbeidet må være påbegynt innen tre - 3 - år etter at tillatelsen er gitt, ellers faller tillatelsen bort.gbnr 12/2 ;Privat;Privat;POINT(93422.595 6992814.023);Hustadvika;1579;Møre og Romsdal;FV6056 S1D1 m1520;500;9;80;;E - Lokale adkomstveger;15;0;99999;-4.3
1014886781;Bolig;;; 2023/11753;24.07.2023;;Varig tillatelse;26.07.2023;;gbnr 156/3;Privat;Privat;POINT(111453.027 6995909.306);Hustadvika;1579;Møre og Romsdal;FV64 S10D1 m7983;3350;15;80;Meget streng;B - Regionale hovedveger;10;4;-1894;-2.0
1014886781;Bolig;;; 2023/11753;24.07.2023;;Varig tillatelse;26.07.2023;;gbnr 156/3;Privat;Privat;POINT(111453.027 6995909.306);Hustadvika;1579;Møre og Romsdal;FV64 S10D1 m7983;3350;15;80;Meget streng;B - Regionale hovedveger;10;4;-1894;-2.0
1017534247;Industri;;;2022/18586;22.12.2022;;Midlertidig tillatelse;12.01.2023;12.04.2023;Gbnr 8/11. Det gis midlertidig tillatelse til utvidet bruk av eksisterende avkjørsel til fv. 664. Tillatelsen er  gyldig i 3 måneder fra vedtaksdato;Privat;Privat;POINT(94449.556 6996299.57);Hustadvika;1579;Møre og Romsdal;FV664 S2D1 m3227;2190;10;80;;C - Lokale hovedveger;11;7;-592;-3.0
1017816617;Bolig;;;2023/9840;29.06.2023;;Varig tillatelse;30.06.2023;;Gbnr 96/38 Da vi ikke stiller vilkår om utbedring av eksisterende avkjørsel, er denne tillatelsen å regne som en endelig tillatelse til endret/utvidet bruk av avkjørsel.;Privat;Privat;POINT(97916.6 6998717.179);Hustadvika;1579;Møre og Romsdal;FV6058 S1D1 m4363;750;9;80;;D - Lokale samleveger;10;0;99999;1.2
1015225683;Bolig;;;2022/17566;15.03.2023;;Varig tillatelse;16.03.2023;;Gbnr 162/6 Da vi ikke stiller vilkår om utbedring av eksisterende avkjørsel, er denne tillatelsen å regne som en endelig tillatelse til endret/utvidet bruk av avkjørsel;Privat;Privat;POINT(116089.914 6998893.407);Hustadvika;1579;Møre og Romsdal;FV6104 S1D1 m1204;950;7;50;;D - Lokale samleveger;30;0;117;-0.9
1014903940;Hytte;;;2022/17555;16.11.2022;;Varig tillatelse;03.01.2023;;Gbnr 87/12.Det søkes om utvidet bruk av avkjørsel i forbindelse med oppføring av fritidsbolig;Privat;Privat;POINT(104936.775 6999137.649);Hustadvika;1579;Møre og Romsdal;FV663 S2D1 m8153;1400;13;80;;C - Lokale hovedveger;10;14;99999;2.7
1014886865;Bolig;;;24/10908;11.04.2024;;Utvidet bruk;18.04.2024;;fv 64 - gbnr 164/20.Utvidet bruk av avkjørsel til  bolig. ;Privat;Privat;POINT(117212.567 6999210.491);Hustadvika;1579;Møre og Romsdal;FV64 S11D1 m331;2370;13;50;Meget streng;B - Regionale hovedveger;8;4;99999;3.8
