OBJ.VEGOBJEKT-ID,EGS.BRUKSOMRÅDE.1256,EGS.SAKSNUMMER.1822,EGS.SØKNAD MOTTATT DATO.12048,"EGS.ARKIVREFERANSE, URL.12050",EGS.VEDTAK.10670,EGS.EIER.7993,EGS.VEDLIKEHOLDSANSVARLIG.8056,LOK.KOMMUNE,LOK.KOMMUNENUMMER,VSR.VEGSYSTEMREFERANSE,ADT_total,"ÅDT, andel lange kjøretøy",Fartsgrense,Holdningsklasse,Funksjonsklasse,Avkjorsler,Trafikkulykker,Vurdering,Kommentar,"Kurvatur, horisontal","Kurvatur, stigning","ÅDT, total","ÅDT, andel lange kjøretøy","Avkjørsel, holdningsklasse",Søknadstype,ID,VEDTAK_BINÆR,Prediksjon_vedtak,Begrunnelse_vedtak,prob_avslag,Prediksjon_kategori,Forklaring_kategori,p_vanskelig
600313582,Skog/skogbruk,202316503-4,14.08.2024,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=489167,Midlertidig tillatelse,Privat,Privat,Åfjord,5058,FV6312 S1D1 m1793,300.0,11.0,80.0,Lite streng,E - Lokale adkomstveger,4,0,Vanskelig,,135.0,5.3,300.0,11.0,Lite streng,Midlertidig tillatelse,b48a1516-3d0e-4b22-b3e0-ea7501b06240,Godkjent,Godkjent,"Søknaden gjelder midlertidig avkjørsel for skogbruk på en fylkesveg med lav trafikk (ÅDT 300), lav andel tunge kjøretøy (11), fartsgrense 80 km/t, og holdningsklasse 'lite streng'. Det er 4 eksisterende avkjørsler, ingen trafikkulykker, og funksjonsklasse E (lokal adkomstveg). Maskinlæringsmodellen gir en moderat sannsynlighet for avslag (23,5 %), men de viktigste faktorene som trekker mot avslag (trafikkmengde × avkjørsler, tunge kjøretøy, fartsgrense) har alle verdi 0 og gir kun små positive bidrag. De faktorene som reduserer sannsynligheten for avslag (bl.a. trafikkmengde × andel tunge kjøretøy, kurvatur/stigning) har betydelig negativ effekt og er relevante for skogbruk. Retningslinjene (R701) åpner for en liberal praksis for avkjørsler til stedbunden næring som skogbruk, spesielt på veger med 'lite streng' holdning og lav trafikk. Det er ikke registrert ulykker, og det er ikke oppgitt spesielle forhold som tilsier avslag. Søknaden gjelder dessuten midlertidig tillatelse, som etter retningslinjene kan gis på vilkår om opprydding og tidsbegrensning. Samlet sett tilsier både regelverk, praksis og risikovurdering at søknaden bør innvilges, forutsatt at tekniske krav og vilkår for midlertidig bruk følges.",23.5,Vanskelig,"p(Vanskelig)=0.99, threshold=0.50",0.9924153685569763
600313586,Bolig,202440621-2,14.08.2024,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=584567,Utvidet bruk,Privat,Privat,Åfjord,5058,FV6312 S1D1 m3081,300.0,11.0,80.0,Lite streng,E - Lokale adkomstveger,11,0,Enkel,,-112.0,8.1,300.0,11.0,Lite streng,Utvidet bruk,9146860e-80fc-4242-94fd-c000a222e7b0,Godkjent,Godkjent,"Søknaden gjelder utvidet bruk av eksisterende avkjørsel til boligformål på en lokal adkomstveg (funksjonsklasse E) med lav trafikkmengde (ÅDT 300), fartsgrense 80 km/t og holdningsklasse 'Lite streng'. Det er 11 eksisterende avkjørsler, men dette er innenfor det som normalt tillates på slike veger med denne holdningsklassen, jf. Håndbok R701 vedlegg 3 (Lite streng holdning: Tillatelse til ny avkjørsel kan normalt gis under forutsetning av at tekniske krav til avkjørselsutforming oppfylles). Trafikksikkerheten vurderes som akseptabel: ingen trafikkulykker, lav andel tunge kjøretøy (11), og kurvatur/stigning gir ingen negative utslag. Maskinlæringsmodellen gir lav til middels sannsynlighet for avslag (23,4 %), og de viktigste faktorene trekker i retning av godkjenning (bl.a. lav total trafikkmengde, lav andel tunge kjøretøy, og gunstig kurvatur/stigning). Det foreligger ingen spesielle forhold som tilsier avslag etter vegloven § 40 eller retningslinjene i Håndbok R701. Søknaden bør derfor innvilges, forutsatt at tekniske krav til utforming og sikt oppfylles.",23.4,Vanskelig,"p(Vanskelig)=0.80, threshold=0.50",0.8005327582359314
619482490,Bolig,202518618-2 ,10.04.2025,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616546,Varig tillatelse,Privat,Privat,Orkland,5059,FV6496 S1D1 m11578,450.0,11.0,80.0,Lite streng,E - Lokale adkomstveger,9,1,Enkel,,-1703.0,0.5,450.0,11.0,Lite streng,Varig tillatelse,a4caaf48-032b-43dd-8775-8db6df1fd8c1,Godkjent,Godkjent,"Søknaden gjelder boligformål på en fylkesveg med lav trafikkmengde (ÅDT 450), lav andel tunge kjøretøy (11), og fartsgrense 80 km/t. Holdningsklassen er 'Lite streng', og funksjonsklassen er 'E - Lokale adkomstveger', hvor retningslinjene (Håndbok R701, vedlegg 3) tilsier at ny avkjørsel normalt kan godkjennes dersom tekniske krav oppfylles. Antall eksisterende avkjørsler (9) er moderat og ikke uvanlig for denne vegtypen og området. Det er kun registrert én trafikkulykke, og vurderingen er satt som 'Enkel'. Maskinlæringsmodellen gir en moderat sannsynlighet for avslag (35,8 %), men de viktigste faktorene trekker i retning av godkjenning: høy trafikkmengde og andel tunge kjøretøy reduserer sannsynligheten for avslag, og det er ingen spesielle negative forhold som tilsier avslag. Det er heller ikke oppgitt forhold som tilsier at alternative løsninger må vurderes eller at søknaden strider mot reguleringsplan eller kommuneplanens arealdel. På denne bakgrunn, og i tråd med praksis i eksemplene, bør søknaden godkjennes forutsatt at tekniske krav til utforming og sikt oppfylles.",35.8,Enkel,"p(Vanskelig)=0.02, threshold=0.50",0.01768041029572487
1022569329,Gardsbruk,202515765,18.03.2025,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=613674#,Varig tillatelse,Privat,Privat,Orkland,5059,FV6434 S2D1 m9390,260.0,11.0,80.0,Lite streng,E - Lokale adkomstveger,9,0,Vanskelig,,109.0,4.4,260.0,11.0,Lite streng,Varig tillatelse,1b504426-360f-4049-9c9f-19a9ac67c0f6,Godkjent,Godkjent,"Søknaden gjelder gardsbruk, med privat eier og vedlikeholdsansvar, på en lokal adkomstveg (funksjonsklasse E) med lav trafikkmengde (ÅDT 260), fartsgrense 80 km/t og holdningsklasse 'lite streng'. Det er 9 avkjørsler på strekningen, men ingen trafikkulykker. Maskinlæringsmodellen gir en sannsynlighet for avslag på 25.9 %, som tilsvarer 'medium sannsynlighet for avslag', men de viktigste faktorene som trekker mot avslag (antall avkjørsler × trafikkmengde × fartsgrense) har verdi 0, mens faktorer som reduserer sannsynligheten for avslag har betydelig effekt. Retningslinjene (R701) tilsier at avkjørsler til stedbunden næring (landbruk/gardsbruk) skal vurderes liberalt, spesielt på veger med 'lite streng' holdning og lav trafikk. Det er ikke oppgitt spesielle forhold som tilsier avslag, og det er ikke registrert ulykker eller annen negativ trafikkhistorikk. Søknadstypen er 'varig tillatelse', og det er ikke oppgitt at det er alternative avkjørselsløsninger eller at fellesløsning er aktuelt. Samlet vurdering tilsier at søknaden bør godkjennes, forutsatt at tekniske krav til utforming og sikt oppfylles.",25.9,Vanskelig,"p(Vanskelig)=0.95, threshold=0.50",0.9467725157737732
1019267572,Gardsbruk,202430330-2,30.05.2024,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=574220,Varig tillatelse,Privat,Privat,Trondheim,5001,FV704 S3D1 m4975,550.0,11.0,60.0,Lite streng,E - Lokale adkomstveger,8,1,Vanskelig,,-800.0,1.4,550.0,11.0,Lite streng,Varig tillatelse,7d119635-bf5e-4f7a-89d5-239e48b012b6,Godkjent,Godkjent,"Søknaden gjelder gardsbruk med privat eier og vedlikeholdsansvar, på en lokal adkomstveg (funksjonsklasse E) med lite streng holdningsklasse. ÅDT er 550, fartsgrense 60 km/t, og det er 8 avkjørsler på strekningen. Trafikkmengden og antall avkjørsler er moderat, og det er kun én trafikkulykke registrert. Maskinlæringsmodellen gir en lav til middels sannsynlighet for avslag (18,3 %), og de viktigste faktorene trekker mot godkjenning: høy andel tunge kjøretøy og lav verdi på avslagstunge faktorer. Retningslinjene (R701) tilsier at avkjørsel til stedbunden næring (landbruk/gardsbruk) skal vurderes liberalt, spesielt på lokalveg med lite streng holdning, så lenge tekniske krav kan oppfylles. Det er ikke oppgitt spesielle negative forhold (som høy ulykkesrisiko, manglende sikt eller konflikt med reguleringsplan). Derfor bør søknaden innvilges, forutsatt at tekniske krav til utforming og sikt oppfylles.",18.3,Vanskelig,"p(Vanskelig)=0.95, threshold=0.50",0.951324462890625
1024549899,Industri,202519130,23.04.2025,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=617074,Utvidet bruk,Privat,Privat,Trondheim,5001,FV6700 S1D1 m2437,800.0,7.0,50.0,Lite streng,E - Lokale adkomstveger,16,0,Enkel,,646.0,2.6,800.0,7.0,Lite streng,Utvidet bruk,e356f2b5-b2ab-4b65-9cd5-b70fbca01568,Godkjent,Godkjent,"Søknaden gjelder utvidet bruk av avkjørsel til industri på en fylkesveg (FV6700) i Trondheim, med privat eier og vedlikeholdsansvar. Det er 16 avkjørsler, fartsgrense 50 km/t, ÅDT 800, andel tunge kjøretøy 7, ingen trafikkulykker, og området har 'lite streng' holdningsklasse. Maskinlæringsmodellen gir en lav til middels sannsynlighet for avslag (10,6 %), og de viktigste faktorene trekker i retning av godkjenning: høy total trafikkmengde × andel tunge kjøretøy, samt kurvatur/stigning, reduserer sannsynligheten for avslag. Det er ingen negative trafikk- eller ulykkesforhold, og det er ikke påpekt spesielle utfordringer i vurderingen. Retningslinjene (R701) tilsier at på veger med 'lite streng' holdning og lokal adkomstfunksjon, kan ny eller utvidet bruk normalt godkjennes dersom tekniske krav oppfylles og det ikke er vesentlige trafikksikkerhetsutfordringer. Det er heller ikke oppgitt at tiltaket er i strid med reguleringsplan eller kommuneplan. På denne bakgrunn bør søknaden godkjennes, forutsatt at tekniske krav til utforming og sikt oppfylles.",10.6,Enkel,"p(Vanskelig)=0.09, threshold=0.50",0.09227234870195389
721130267,Bolig,202453260-2 ,13.12.2024,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=597325,Utvidet bruk,Privat,Privat,Trondheim,5001,FV6652 S1D1 m8046,1300.0,8.0,60.0,Lite streng,E - Lokale adkomstveger,8,0,Enkel,,-1676.0,4.9,1300.0,8.0,Lite streng,Utvidet bruk,b936eedc-3b43-4737-8e17-c5cf31d525b4,Godkjent,Godkjent,"Søknaden gjelder utvidet bruk av eksisterende avkjørsel til boligformål på en fylkesveg med lite streng holdningsklasse og funksjonsklasse E (lokal adkomstveg). Trafikkmengden (ÅDT 1300) og fartsgrensen (60 km/t) er moderate, og det er ingen registrerte trafikkulykker. Antall avkjørsler (8) er ikke spesielt høyt for denne vegtypen og holdningsklassen. Maskinlæringsmodellen gir lav sannsynlighet for avslag (8,3 %), og de viktigste faktorene trekker i retning av godkjenning (høy trafikkmengde × andel tunge kjøretøy og kurvatur/stigning reduserer sannsynligheten for avslag). Retningslinjene (Håndbok R701) tilsier at på veger med 'lite streng holdning' kan ny eller utvidet bruk av avkjørsel normalt tillates dersom tekniske krav oppfylles, og det ikke er spesielle trafikksikkerhetsutfordringer. Det er ikke oppgitt forhold som tilsier avslag, som høy avkjørselstetthet, uheldig plassering, eller konflikt med reguleringsplan. Derfor bør søknaden godkjennes, forutsatt at tekniske krav til utforming og sikt oppfylles.",8.3,Vanskelig,"p(Vanskelig)=0.89, threshold=0.50",0.8900147676467896
1019308059,Bolig,202429833-2,22.05.2024,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=573713,Varig tillatelse,Privat,Privat,Steinkjer,5006,FV6970 S1D1 m1115,400.0,8.0,30.0,Lite streng,E - Lokale adkomstveger,33,1,Enkel,,-341.0,0.8,400.0,8.0,Lite streng,Varig tillatelse,c9377d31-8554-4dc5-9966-1c1dc7513bc2,Godkjent,Avslag,"Søknaden gjelder boligavkjørsel på lokal adkomstveg (funksjonsklasse E) med lav fartsgrense (30 km/t) og holdningsklasse 'lite streng'. ÅDT er 400, altså under 500, og det er kun én trafikkulykke registrert. Dette taler isolert sett for en liberal vurdering. Imidlertid er avkjørselstettheten svært høy (33 avkjørsler), og retningslinjene (R701 kap. 6.1.1) presiserer at ulykkesrisikoen øker sterkt med økende antall avkjørsler pr km veg, og at man skal være restriktiv med nye avkjørsler ved høy avkjørselstetthet. Eksemplene viser at søknader med høy avkjørselstetthet og tilsvarende trafikkmengde får avslag. Maskinlæringsmodellen gir medium sannsynlighet for avslag (44.2%), men de viktigste faktorene som øker sannsynligheten for avslag er avkjørselstetthet og kurvatur/stigning. Det er ingen spesielle personlige forhold eller distriktshensyn som tilsier unntak. Det foreligger heller ingen opplysninger om alternative avkjørselsløsninger eller fellesløsning. På denne bakgrunn, og i tråd med retningslinjene og praksis, skal søknaden avslås.",44.2,Enkel,"p(Vanskelig)=0.02, threshold=0.50",0.024944566190242767
1022497014,Skog/skogbruk,202513686-2,14.03.2025,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=611595,Varig tillatelse,Privat,Privat,Steinkjer,5006,FV6330 S6D1 m3035,260.0,10.0,80.0,Lite streng,E - Lokale adkomstveger,0,1,Enkel,,-361.0,2.2,260.0,10.0,Lite streng,Varig tillatelse,0c96f206-7954-4242-9396-03b238633263,Godkjent,Godkjent,"Søknaden gjelder avkjørsel for skog/skogbruk på en fylkesveg med lav trafikk (ÅDT 260), ingen eksisterende avkjørsler på strekningen, og lav andel tunge kjøretøy (10). Holdningsklassen er 'lite streng', funksjonsklassen er lokal adkomstveg, og det er kun én trafikkulykke registrert. Retningslinjene (R701) tilsier at for skogbruksformål i områder med lite trafikk og lav strenghet, skal slike søknader normalt innvilges dersom tekniske krav kan oppfylles. Maskinlæringsmodellen gir en moderat sannsynlighet for avslag (36,6 %), men de viktigste faktorene som reduserer sannsynligheten for avslag (bl.a. lavt antall avkjørsler, lav andel tunge kjøretøy, og lav total trafikk) veier tyngre enn de som øker sannsynligheten. Det er ingen motstridende forhold i søknaden, og det er ikke oppgitt spesielle utfordringer i vurderingen. På denne bakgrunn skal søknaden godkjennes, forutsatt at tekniske krav til utforming og sikt oppfylles.",36.6,Enkel,"p(Vanskelig)=0.04, threshold=0.50",0.036185383796691895
1019733620,Bolig,202441735-2 ,18.08.2024,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=585681,Avslag,,,Steinkjer,5006,FV6980 S1D1 m192,160.0,9.0,50.0,Lite streng,E - Lokale adkomstveger,17,0,Vanskelig,,-1039.0,0.6,160.0,9.0,Lite streng,Varig tillatelse,fdb18047-12dd-4550-9c7a-d22eb68bb35d,Avslag,Avslag,"Søknaden gjelder boligavkjørsel på FV6980 i Steinkjer, med holdningsklasse 'Lite streng' og funksjonsklasse 'E - Lokale adkomstveger'. ÅDT er lav (160), fartsgrense er 50 km/t, og det er 17 avkjørsler på strekningen. Maskinlæringsmodellen gir 77.9 % sannsynlighet for avslag, og kategoriserer dette som 'høy sannsynlighet for avslag'. Viktige faktorer som øker sannsynligheten for avslag er antall avkjørsler, kurvatur/stigning og andel tunge kjøretøy. Retningslinjene (R701) tilsier at antall avkjørsler har stor betydning for trafikksikkerheten, og at man skal være restriktiv med nye avkjørsler på strekninger med høy avkjørselstetthet, selv på lokalveg. Eksemplene viser at boligavkjørsel med mange avkjørsler (f.eks. 14 eller 15) får avslag, selv med lav fartsgrense og lokalveg. Her er det 17 avkjørsler, og modellen gir klart avslag. Det er ingen spesielle personlige forhold eller distriktshensyn som tilsier unntak. Samlet vurdering: Søknaden bør avslås på grunn av høy avkjørselstetthet og trafikksikkerhet, i tråd med retningslinjene og praksis.",77.9,Enkel,"p(Vanskelig)=0.19, threshold=0.50",0.18686653673648834
1016026764,Gardsbruk,202422379-2,13.03.2024,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=566179,Utvidet bruk,Privat,Privat,Steinkjer,5006,FV6996 S1D1 m9039,200.0,13.0,80.0,Lite streng,E - Lokale adkomstveger,7,0,Enkel,,-89.0,11.7,200.0,13.0,Lite streng,Utvidet bruk,47a39e51-70c0-4db8-aeae-00a4e1ac4c60,Godkjent,Godkjent,"Søknaden gjelder utvidet bruk av avkjørsel til gardsbruk på en fylkesveg med lav trafikkmengde (ÅDT 200), lav andel tunge kjøretøy (13), og fartsgrense 80 km/t. Holdningsklassen er 'lite streng', funksjonsklassen er E (lokal adkomstveg), og det er ingen registrerte trafikkulykker. Det er 7 avkjørsler på strekningen, men dette er innenfor det som normalt aksepteres for denne vegklassen og holdningsklassen. Retningslinjene (R701) åpner for en mer liberal praksis for stedbunden næring som landbruk, spesielt på veger med lav trafikk og lite streng holdning. Maskinlæringsmodellen gir en moderat sannsynlighet for avslag (30 %), men de viktigste faktorene som reduserer sannsynligheten for avslag (bl.a. lav trafikk, lav andel tunge kjøretøy, og gunstig kurvatur/stigning) veier tyngre enn de som øker sannsynligheten. Det er ikke oppgitt spesielle negative forhold, og det er ikke registrert ulykker. Søknaden bør derfor godkjennes, forutsatt at tekniske krav til utforming og sikt oppfylles.",30.0,Enkel,"p(Vanskelig)=0.08, threshold=0.50",0.07599552720785141
1022499882,Skog/skogbruk,202513137-2,10.03.2025,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=611041,Varig tillatelse,Privat,Privat,Steinkjer,5006,FV6994 S1D1 m6643,120.0,9.0,80.0,Lite streng,E - Lokale adkomstveger,4,0,Enkel,,-1000.0,3.3,120.0,9.0,Lite streng,Varig tillatelse,a1dda61f-b715-4a5c-90e0-8287e015d9aa,Godkjent,Godkjent,"Søknaden gjelder avkjørsel til skog/skogbruk på en fylkesveg med lav trafikkmengde (ÅDT 120), fartsgrense 80 km/t, fire eksisterende avkjørsler og ingen registrerte trafikkulykker. Holdningsklassen er 'lite streng', og funksjonsklassen er 'E - Lokale adkomstveger', som tilsier en liberal praksis for slike formål. Maskinlæringsmodellen gir 60,5 % sannsynlighet for avslag, men dette skyldes hovedsakelig at 'total trafikkmengde per år × kurvatur, stigning' gir en viss økning i risiko, mens øvrige faktorer trekker i retning av godkjenning. Retningslinjene (R701) presiserer at avkjørsler til stedbunden næring som skogbruk skal vurderes mer liberalt enn bolig eller næring, spesielt på veger med lav trafikk og lite streng holdning. Det er ikke registrert ulykker, og det er ikke oppgitt spesielle forhold som tilsier avslag. Tekniske krav må oppfylles, men det er ikke oppgitt mangler her. Samlet vurdering tilsier at søknaden bør godkjennes.",60.5,Enkel,"p(Vanskelig)=0.06, threshold=0.50",0.060510411858558655
1024620046,Skog/skogbruk,202525997,23.06.2025,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=624007#,Varig tillatelse,Privat,Privat,Namsos,5007,FV7062 S1D1 m5801,548.0,14.0,80.0,Lite streng,E - Lokale adkomstveger,1,0,Enkel,,-124.0,0.9,548.0,14.0,Lite streng,Varig tillatelse,eec1cb67-a7ac-4bd1-a218-d667c388fb65,Godkjent,Godkjent,"Søknaden gjelder avkjørsel til skog/skogbruk på en lokal fylkesveg (FV7062) i Namsos, med lav trafikkmengde (ÅDT 548), én avkjørsel, og holdningsklasse 'Lite streng'. Trafikksikkerhetsmessig er risikoen lav: det er ingen trafikkulykker, fartsgrense er 80 km/t, og det er kun én avkjørsel. Retningslinjene (R701) tilsier at avkjørsler til stedbunden næring som skogbruk skal vurderes liberalt, spesielt på lokalveg med lav trafikk. Maskinlæringsmodellen gir lav sannsynlighet for avslag (20.9 %), og de viktigste faktorene trekker mot godkjenning (høy andel tunge kjøretøy, lav avkjørselstetthet). Det er ingen motstridende forhold, og det er ikke behov for fartsnedsettelse eller særskilte tiltak. Søknaden oppfyller tekniske og formelle krav, og det er ikke dokumentert negative konsekvenser for trafikksikkerhet, framkommelighet eller miljø. Derfor skal søknaden godkjennes.",20.9,Enkel,"p(Vanskelig)=0.04, threshold=0.50",0.035449303686618805
1025232234,Bolig,202538087,25.08.2025,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=636119#,Midlertidig tillatelse,Privat,Privat,Namsos,5007,FV7068 S1D1 m163,557.0,33.0,50.0,Lite streng,E - Lokale adkomstveger,12,1,Vanskelig,Eksisterer en reguleringsplan som ikke er iverksatt,-296.0,2.6,557.0,33.0,Lite streng,Midlertidig tillatelse,c7d9f6cc-2214-4052-9e8a-eb13d72a8d8a,Godkjent,Godkjent,"Søknaden gjelder midlertidig tillatelse til boligavkjørsel på en lokal adkomstveg (funksjonsklasse E) med lav trafikkmengde (ÅDT 557), fartsgrense 50 km/t og holdningsklasse 'lite streng'. Sannsynligheten for avslag er lav (9,5 %), og de viktigste faktorene fra maskinlæringsmodellen trekker i retning av godkjenning: høy andel tunge kjøretøy og kurvatur/stigning reduserer sannsynligheten for avslag. Antall avkjørsler (12) er relativt høyt, men ikke uvanlig for lokalveg med lite streng holdning, og det er kun én trafikkulykke registrert. Det eksisterer en reguleringsplan som ikke er iverksatt, men dette gir ikke grunnlag for avslag så lenge tiltaket er midlertidig og ikke strider mot planens formål. Retningslinjene (R701) tilsier at på lokalveg med lav trafikk og lav fartsgrense, og der det ikke foreligger vesentlige trafikksikkerhetsutfordringer, skal avkjørsel normalt kunne godkjennes, spesielt for boligformål. Det er ikke oppgitt forhold som tilsier at tekniske krav ikke kan oppfylles. Midlertidig tillatelse kan gis med vilkår om opprydding og at tillatelsen faller bort ved endret planstatus eller utbygging. Derfor anbefales godkjenning.",9.5,Vanskelig,"p(Vanskelig)=0.99, threshold=0.50",0.9932035207748413
1025232185,Bolig,202445272,11.09.2024,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589222#,Varig tillatelse,Privat,Privat,Namsos,5007,FV7066 S1D1 m834,300.0,9.0,60.0,Lite streng,E - Lokale adkomstveger,7,1,Vanskelig,Kvikkleire,-47.0,1.0,300.0,9.0,Lite streng,Varig tillatelse,457e9d11-f1f8-4993-965a-70f035b2d7db,Godkjent,Avslag,"Søknaden gjelder varig avkjørsel til bolig på FV7066 i Namsos, med privat eier og vedlikeholdsansvar. Vegens funksjonsklasse er E (lokal adkomstveg) og holdningsklasse er 'lite streng', men det er flere forhold som tilsier avslag: 1) Sannsynligheten for avslag er høy (53,6 %), og modellen kategoriserer dette som 'høy sannsynlighet for avslag'. 2) Det er 7 avkjørsler på strekningen, og total trafikkmengde er 300 ÅDT, med 9 tunge kjøretøy. 3) Trafikksikkerhetsmessig er det én registrert trafikkulykke, og kvikkleire er nevnt som kommentar, noe som kan gi utfordringer for utforming og sikkerhet. 4) Retningslinjene (R701) tilsier restriktiv praksis ved økende antall avkjørsler, særlig der det er trafikksikkerhetsutfordringer, og på strekninger med flere avkjørsler bør nye avkjørsler begrenses. 5) Selv om fartsgrensen er 60 km/t og trafikkmengden er under 500 ÅDT, er det allerede mange avkjørsler, og kvikkleire gir ekstra risiko. 6) Modellen trekker frem at 'Total trafikkmengde per år × kurvatur, stigning' øker sannsynligheten for avslag, og det er ingen sterke faktorer som trekker i retning av godkjenning. 7) Samlet vurdering etter håndbok R701 tilsier at søknaden bør avslås ut fra trafikksikkerhet, antall avkjørsler, og geotekniske forhold (kvikkleire).",53.6,Enkel,"p(Vanskelig)=0.01, threshold=0.50",0.005724560469388962
1016343874,Gardsbruk,202431822-2,13.06.2024,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575717,Utvidet bruk,Privat,Privat,Namsos,5007,FV7066 S2D1 m3636,200.0,9.0,80.0,Lite streng,E - Lokale adkomstveger,15,0,Enkel,,1183.0,3.1,200.0,9.0,Lite streng,Utvidet bruk,af125ddc-bc19-4a59-b852-01306adcdbd5,Godkjent,Godkjent,"Søknaden gjelder utvidet bruk av eksisterende avkjørsel til gardsbruk på en lokal adkomstveg (funksjonsklasse E) med lav trafikkmengde (ÅDT 200), lav andel tunge kjøretøy (9), og fartsgrense 80 km/t. Holdningsklassen er 'lite streng', og det er ingen registrerte trafikkulykker. Selv om det er mange avkjørsler (15), tilsier retningslinjene i Håndbok R701 at det skal utvises en mer liberal praksis for stedbunden næring som landbruk, spesielt på veger med lav trafikk og lokal funksjon. Maskinlæringsmodellen gir 'høy sannsynlighet for avslag', men de viktigste faktorene som øker sannsynligheten for avslag (trafikkmengde × tunge kjøretøy) har relativt liten effekt i denne konteksten, og flere faktorer trekker i retning av godkjenning (bl.a. lav totaltrafikk, lav ulykkesrisiko, ingen alternative løsninger nevnt, og at det gjelder gardsbruk). Retningslinjene åpner for godkjenning av utvidet bruk for landbruk på slike veger, så lenge tekniske krav kan oppfylles. Det er ikke oppgitt spesielle forhold som tilsier avslag (som dårlig sikt, uheldig plassering, eller konflikt med reguleringsplan). Derfor bør søknaden godkjennes, eventuelt med vilkår om at tekniske krav til avkjørsel oppfylles.",55.2,Enkel,"p(Vanskelig)=0.01, threshold=0.50",0.009401263669133186
1024050683,Service,202522246,21.05.2025,https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=620195#,Varig tillatelse,Privat,Privat,Namsos,5007,FV7082 S1D10 m176,32.0,16.0,80.0,Lite streng,E - Lokale adkomstveger,6,0,Vanskelig,"Tettheten av avkjørsler, mulige alternativer burde vært vurdert",99999.0,0.4,32.0,16.0,Lite streng,Varig tillatelse,154ef023-d113-4009-9422-2c5b9d2b700a,Godkjent,Avslag,"Søknaden gjelder varig avkjørsel for serviceformål på en lokal adkomstveg (funksjonsklasse E) med lav trafikk (ÅDT 32), lav andel tunge kjøretøy (16), og fartsgrense 80 km/t. Holdningsklassen er 'lite streng', men det er allerede 6 avkjørsler på strekningen, og saksbehandler har vurdert tettheten av avkjørsler som et problem. Retningslinjene (R701) tilsier at selv på strekninger med lite streng holdning skal det vurderes restriktivt å tillate nye avkjørsler dersom tettheten er høy, spesielt ved varig tillatelse og når alternative løsninger ikke er vurdert. Trafikksikkerhet og avkjørselstetthet er sentrale vurderingstema, og det er påpekt i kommentar at alternativer burde vært vurdert. Eksemplene viser at søknader med høy avkjørselstetthet og varig tillatelse får avslag, selv ved lav trafikk og lite streng holdning. Maskinlæringsmodellen gir også en ikke-neglisjerbar sannsynlighet for avslag (26,3 %), og trekker frem avkjørselstetthet som negativt. På denne bakgrunn, og i tråd med praksis og retningslinjer, bør søknaden avslås.",26.3,Vanskelig,"p(Vanskelig)=0.93, threshold=0.50",0.9346262216567993
